concept_sportsteam_arizona_diamond_backs	Arizona Diamond Backs
concept_city_siem_reap	Siem Reap
concept_officebuildingroom_four_cabins	Four Cabins
concept_academicfield_electronics_engineering_technology	Electronics Engineering Technology
concept_personus_kate_zernike	Kate Zernike
concept_director_phil_alden_robisnon	Phil Alden Robisnon
concept_movie_field_of_dreams	Field Of Dreams
concept_personus_t__s__eliot	T S Eliot
concept_book_prufrock_and_other_observations	Prufrock And Other Observations
concept_person_penelope_cruz	Penelope Cruz
concept_male_javier_bardem	Javier Bardem
concept_book_the_devils	The Devils
concept_governmentorganization_oig	Oig
concept_governmentorganization_office_of_inspector_general	Office Of Inspector General
concept_weapon_command_missile	Command Missile
concept_televisionstation_kark_tv	Kark TV
concept_hotel_elounda_bay_palace	Elounda Bay Palace
35.2557000000000,25.7307600000000	35.2557000000000,25.7307600000000
concept_company_micromuse	Micromuse
concept_athlete_john_havlicek	John Havlicek
concept_televisionstation_wnep_tv	Wnep TV
concept_newspaper_the_vancouver_sun	The Vancouver Sun
concept_academicfield_rehabilitation_medicine	Rehabilitation Medicine
concept_sportsteam_christopher_newport_captains	Christopher Newport Captains
concept_book_all_new	All New
concept_profession_physiotherapists	Physiotherapists
concept_software_golive	Golive
concept_personeurope_david_beckham	David Beckham
concept_disease_admission	Admission
concept_journalist_jim_souhan	Jim Souhan
concept_website_minneapolis_star_tribune	Minneapolis Star Tribune
concept_sportsgame_n1947_world_series	N1947 World Series
concept_sportsteam_sonoma_state_seawolves	Sonoma State Seawolves
concept_drug_omeprazol	Omeprazol
concept_biotechcompany_ratiopharm	Ratiopharm
concept_mldataset_pm	Pm
concept_bridge_blackfriars_bridge	Blackfriars Bridge
concept_ceo_alain_belda	Alain Belda
concept_biotechcompany_alcoa	Alcoa
concept_politicsissue_markets	Markets
concept_weapon_seven_shots	Seven Shots
concept_academicfield_theatre_performance	Theatre Performance
concept_musicsong_pressure	Pressure
concept_ceo_tim_cook	Tim Cook
concept_county_bronx_high_school_of_science	Bronx High School Of Science
40.8783300000000,-73.8908300000000	40.8783300000000,-73.8908300000000
concept_tradeunion_civil_war	Civil War
concept_building_cities	Cities
concept_personmexico_al_jefferson	Al Jefferson
concept_city_kushiro	Kushiro
concept_city_mooringsport	Mooringsport
concept_politicsissue_human_rights	Human Rights
concept_musician_bruce_kulick	Bruce Kulick
concept_personus_john_vornholt	John Vornholt
concept_professor_zora_neale_hurston	Zora Neale Hurston
concept_book_their_eyes_were_watching_god	Their Eyes Were Watching God
concept_academicfield_disabilities	Disabilities
concept_person_angus_young	Angus Young
concept_musicartist_ac_dc	Ac Dc
concept_personnorthamerica_buttons	Buttons
concept_televisionstation_kwse	Kwse
concept_personeurope_arnauld	Arnauld
18.9166700000000,-72.3000000000000	18.9166700000000,-72.3000000000000
concept_park_parkside	Parkside
concept_governmentorganization_us_office	Us Office
concept_person_set	Set
concept_bank_merril_lynch	Merril Lynch
concept_automobilemodel_chevrolet_equinox	Chevrolet Equinox
concept_lake_lake_berkeley	Lake Berkeley
concept_drug_intron_a	Intron A
concept_mammal_dairy_cows	Dairy Cows
concept_company_webex	Webex
concept_aquarium_catfish_in_aquarium	Catfish In Aquarium
concept_mammal_stray_dogs	Stray Dogs
concept_book_uncle_tom_s_cabin	Uncle Tom S Cabin
concept_writer_harriet_beecher_stowe	Harriet Beecher Stowe
concept_sportsteam_missouri_valley_conference	Missouri Valley Conference
concept_drug_infliximab	Infliximab
concept_musician_chad	Chad
concept_weapon_wmd	Wmd
concept_musicsong_management_problems	Management Problems
concept_sportsteam_metro_state_roadrunners	Metro State Roadrunners
concept_wine_gamay	Gamay
concept_coach_bill_curry	Bill Curry
concept_nondiseasecondition_ambulance_transport	Ambulance Transport
41.2301600000000,-81.8418200000000	41.2301600000000,-81.8418200000000
concept_coach_kansas_state	Kansas State
concept_televisionstation_khou	Khou
concept_athlete_eto_o	Eto O
concept_physicalaction_charges	Charges
concept_organization_the_march_of_dimes	The March Of Dimes
concept_sport_board_of_trustees	Board Of Trustees
concept_university_de_la_salle_college	De La Salle College
38.9498300000000,-76.9794200000000	38.9498300000000,-76.9794200000000
concept_book_the_nutmeg_of_consolation	The Nutmeg Of Consolation
concept_athlete_justin_upton	Justin Upton
concept_company_irs	Irs
concept_profession_librarians	Librarians
concept_book_the_house_of_mirth	The House Of Mirth
concept_biotechcompany_hcl_technologies	Hcl Technologies
concept_ceo_vineet_nayar	Vineet Nayar
concept_city_ancona	Ancona
concept_personmexico_luke_walton	Luke Walton
concept_actor_sigourney_weaver	Sigourney Weaver
concept_movie_alien	Alien
concept_clothing_boxes	Boxes
concept_mountain_churia_range	Churia Range
29.0000000000000,80.0000000000000	29.0000000000000,80.0000000000000
concept_city_ramona	Ramona
concept_invertebrate_wildebeest	Wildebeest
concept_book_oedipus_at_colonus	Oedipus At Colonus
concept_writer_sophocles	Sophocles
concept_plant_black_spruce	Black Spruce
concept_aquarium_hoods_for_aquarium	Hoods For Aquarium
concept_profession_household	Household
concept_nerve_leg	Leg
concept_city_somerville	Somerville
concept_river_hillsborough_river	Hillsborough River
concept_drug_cardura	Cardura
concept_ceo_reid_hoffman	Reid Hoffman
concept_grain_relative	Relative
concept_musician_david_bowie	David Bowie
concept_city_livonia	Livonia
concept_person_louis_b__mayer	Louis B Mayer
concept_company_mgm	Mgm
concept_athlete_john_grabow	John Grabow
concept_bank_annaly	Annaly
17.7583640000000,-64.8511460000000	17.7583640000000,-64.8511460000000
concept_river_vltava	Vltava
concept_televisionshow_phenomenon	Phenomenon
concept_governmentorganization_patriot	Patriot
concept_buildingfeature_tab_window	Tab Window
concept_person_erin	Erin
concept_city_paisley	Paisley
concept_skiarea_saugeen	Saugeen
concept_river_coghinas	Coghinas
40.8726471428572,8.8886528571429	40.8726471428572,8.8886528571429
concept_newspaper_the_new_yorker	The New Yorker
concept_clothing_chinos	Chinos
concept_book_troilus_and_cressida	Troilus And Cressida
concept_person_vanessa_paradis001	Vanessa Paradis001
concept_male_johnny_depp	Johnny Depp
concept_hotel_hotel_claris	Hotel Claris
41.3942100000000,2.1652300000000	41.3942100000000,2.1652300000000
concept_bodypart_left_foot	Left Foot
concept_athlete_ramirez	Ramirez
concept_emotion_stress_disorder	Stress Disorder
concept_drug_toprol_xl	Toprol Xl
concept_biotechcompany_astrazeneca_lp	Astrazeneca Lp
concept_journalist_jim_miklaszewski	Jim Miklaszewski
concept_male_stephen	Stephen
concept_city_montebello	Montebello
concept_person_marsans	Marsans
concept_sportsteam_maine_blackbears	Maine Blackbears
concept_park_merton	Merton
concept_city_san_luis_de_potosi	San Luis De Potosi
concept_city_kyiv	Kyiv
concept_company_walt_disney_world	Walt Disney World
concept_product_adobe_photoshop	Adobe Photoshop
concept_person_david_christie_murray	David Christie Murray
concept_athlete_jensen_lewis	Jensen Lewis
concept_braintissue_ganglia	Ganglia
concept_videogamesystem_free_download	Free Download
concept_personeurope_kealoha	Kealoha
19.7372200000000,-155.0330600000000	19.7372200000000,-155.0330600000000
concept_website_instructions	Instructions
concept_personeurope_seurat	Seurat
concept_visualizablescene_nottingham_east_midlands	Nottingham East Midlands
concept_athlete_chad_hutchinson	Chad Hutchinson
concept_weapon_dangerous_weapons	Dangerous Weapons
concept_athlete_chris_hammond	Chris Hammond
concept_officebuildingroom_large_master_bath	Large Master Bath
concept_drug_amlodipine	Amlodipine
concept_musicinstrument_trio	Trio
concept_city_muskegon	Muskegon
concept_sportsteamposition_kick	Kick
concept_monarch_property	Property
concept_book_the_arabian_nights	The Arabian Nights
concept_organization_chinese_shooting_squad	Chinese Shooting Squad
concept_person_xiao_haopeng	Xiao Haopeng
concept_aquarium_las_vegas_aquarium	Las Vegas Aquarium
concept_sportsteam_wharton_school	Wharton School
concept_sportsequipment_training_aids	Training Aids
concept_male_kenan	Kenan
concept_male_mahalalel	Mahalalel
concept_drug_prilosec	Prilosec
concept_disease_heartburn	Heartburn
concept_clothing_black_leather_jacket	Black Leather Jacket
concept_company_vietnam_airlines	Vietnam Airlines
concept_sportsteam_ravens_23_14	Ravens 23 14
concept_visualizableattribute_first_round	First Round
concept_book_wyrd_sisters	Wyrd Sisters
concept_website_report	Report
concept_mediatype_outdoors	Outdoors
concept_personnorthamerica_jeremy_schaap	Jeremy Schaap
concept_sportsleague_espn	Espn
concept_company_consolidated_edison	Consolidated Edison
concept_wine_petit_verdot	Petit Verdot
concept_athlete_xabi	Xabi
concept_agriculturalproduct_flavor	Flavor
concept_person_machiavelli	Machiavelli
concept_city_perce	Perce
concept_biotechcompany_sanofi	Sanofi
concept_politician_norwood	Norwood
concept_room_masterbath	Masterbath
concept_geometricshape_variation	Variation
concept_emotion_major_depression	Major Depression
concept_politicianus_tim_johnson	Tim Johnson
concept_weapon_lee_enfield_rifle	Lee Enfield Rifle
concept_city_cloquet	Cloquet
concept_mammal_porcupines	Porcupines
concept_coach_cory_sullivan	Cory Sullivan
concept_bank_jp_morgan_chase_bank	Jp Morgan Chase Bank
concept_governmentorganization_fha	Fha
concept_company_imac	Imac
concept_braintissue_sites	Sites
concept_mountain_wagagai	Wagagai
1.1055566666667,34.5333300000000	1.1055566666667,34.5333300000000
concept_buildingmaterial_aluminium	Aluminium
concept_company_raytheon	Raytheon
concept_furniture_king_beds	King Beds
concept_officebuildingroom_guest_rooms	Guest Rooms
concept_athlete_jerry_west	Jerry West
concept_building_stardust	Stardust
concept_company_nakheel	Nakheel
concept_company_konica_minolta	Konica Minolta
concept_company_konica_minolta_holding_inc	Konica Minolta Holding Inc
concept_ceo_sulekha	Sulekha
concept_ceo_satya_prabhakar	Satya Prabhakar
concept_bank_cibc	Cibc
concept_male_kevin_garnett	Kevin Garnett
concept_musicartist_send	Send
concept_monarch_st___eugene	St Eugene
concept_room_upstairs_master	Upstairs Master
concept_athlete_ted_robinson	Ted Robinson
concept_stateorprovince_de	De
concept_personus_stanley_kubrick	Stanley Kubrick
concept_book_the_shining	The Shining
concept_personeurope_conn_iggulden	Conn Iggulden
concept_book_emperor_the_death_of_kings	Emperor The Death Of Kings
concept_mammal_pocket_pets	Pocket Pets
concept_airport_toronto_pearson	Toronto Pearson
concept_personus_rex_stout	Rex Stout
concept_book_the_league_of_frightened_men	The League Of Frightened Men
concept_geopoliticallocation_southwest001	Southwest001
concept_website_google_msn	Google Msn
concept_coach_paul_bako	Paul Bako
concept_officebuildingroom_large_master_bedroom_suite	Large Master Bedroom Suite
concept_mountainrange_okanagan_highland	Okanagan Highland
49.5830700000000,-119.0023500000000	49.5830700000000,-119.0023500000000
concept_drug_alprazolam	Alprazolam
concept_mountainrange_monte_cetona	Monte Cetona
42.9333300000000,11.8666700000000	42.9333300000000,11.8666700000000
concept_museum_cooperstown	Cooperstown
concept_sportsteam_woodrow_wilson_school_at_princeton_university	Woodrow Wilson School At Princeton University
concept_visualartist_rivera	Rivera
concept_movie_incredibles	Incredibles
concept_sportsteam_detroit_mercy_titans	Detroit Mercy Titans
concept_agriculturalproduct_mozzarella	Mozzarella
concept_food_termites	Termites
concept_drug_covera_hs	Covera Hs
concept_biotechcompany_the_company	The Company
concept_muscle_lower_leg	Lower Leg
concept_mlconference_aids	Aids
concept_journalist_motoko_rich	Motoko Rich
concept_clothing_long_sleeve_shirts	Long Sleeve Shirts
concept_agriculturalproduct_vanilla	Vanilla
concept_drug_fosphenytoin	Fosphenytoin
concept_county_simmons_college_graduate_school	Simmons College Graduate School
42.3556500000000,-71.0733800000000	42.3556500000000,-71.0733800000000
concept_aquarium_le_val_nature_park	Le Val Nature Park
concept_building_bell_centre	Bell Centre
concept_book_dead_man_s_footsteps	Dead Man S Footsteps
concept_professor_peter_james	Peter James
concept_city_creighton	Creighton
concept_sport_ju_jitsu	Ju Jitsu
concept_coach_ole_miss	Ole Miss
concept_river_kentucky_river	Kentucky River
concept_person_brad_silverberg	Brad Silverberg
concept_jobposition_venture_capitalist	Venture Capitalist
concept_writer_j_k__rowling	J K Rowling
concept_plant_chokecherry	Chokecherry
concept_sportsteam_auburn_montgomery_senators	Auburn Montgomery Senators
concept_physiologicalcondition_handicaps	Handicaps
concept_city_morrilton	Morrilton
concept_academicfield_expert	Expert
concept_bathroomitem_firm	Firm
concept_hotel_boston_marriott_copley_place	Boston Marriott Copley Place
concept_city_park_ridge	Park Ridge
concept_book_geek_love	Geek Love
concept_female_katherine_dunn	Katherine Dunn
concept_skyscraper_the_gherkin	The Gherkin
concept_city_la_quinta	La Quinta
concept_athlete_keith_foulke	Keith Foulke
concept_plant_fig	Fig
concept_televisionstation_kuid_tv	Kuid TV
concept_athlete_kris_draper	Kris Draper
concept_writer_mario_puzo	Mario Puzo
concept_movie_the_godfather	The Godfather
concept_animal_industry	Industry
concept_biotechcompany_pure_networks	Pure Networks
concept_sportsteam_portland_state_vikings	Portland State Vikings
concept_coach_koyie_hill	Koyie Hill
concept_currency_last_week	Last Week
concept_visualizablescene_union_city	Union City
concept_park_crown_moran_hotel	Crown Moran Hotel
concept_invertebrate_gulls	Gulls
concept_newspaper_new_york_press	New York Press
concept_company_france_telecom	France Telecom
concept_personmexico_dan_wheeler	Dan Wheeler
concept_ethnicgroup_quechua	Quechua
concept_politician_joseph	Joseph
concept_videogame_microcosm	Microcosm
concept_athlete_emil_brown	Emil Brown
concept_male_david_miller	David Miller
concept_book_theogony	Theogony
concept_writer_hesiod	Hesiod
concept_university_uf	Uf
concept_person_carla_del_ponte	Carla Del Ponte
concept_geopoliticallocation_vanderbilt	Vanderbilt
concept_university_northern_arizona_university	Northern Arizona University
concept_city_kristianstad	Kristianstad
concept_sportsequipment_basket	Basket
concept_city_ferrara	Ferrara
concept_bank_nationsbank	Nationsbank
concept_musician_chuck_schuldiner	Chuck Schuldiner
concept_musicartist_death	Death
concept_athlete_clay_rapada	Clay Rapada
concept_politician_c_a	C A
concept_plant_azaleas	Azaleas
concept_athlete_gary_sheffield	Gary Sheffield
concept_hallwayitem_liquid	Liquid
concept_stadiumoreventvenue_memorial_stadium	Memorial Stadium
concept_tradeunion_email_address	Email Address
concept_athlete_eric_young	Eric Young
concept_monarch_god_the_father	God The Father
concept_female_holy_spirit	Holy Spirit
